episode,episode_reward
1,-0.219769411712603
2,0.5423987632060996
3,-1.0874110824295316
4,0.5015932536813804
5,0.008403159553660288
6,0.012220358215489687
7,-0.3854483615103722
8,1.3065583125791354
9,0.9625195837151871
10,-0.2400739755380991
11,2.744720358290122
12,0.33103255214423244
13,-1.8833433302964362
14,0.5859933168829645
15,-0.09574509101814214
16,-0.05249712728983232
17,0.7688968234373863
18,1.197677017605348
19,-0.33801058278557716
20,0.021931792729407682
21,0.4863171748757128
22,-0.6424694180890858
23,0.7652205774821194
24,1.9771905369984162
25,3.6204683721258513
26,0.47133876493052296
27,-0.1234728268404442
28,2.009579569335576
29,3.031124305285353
30,0.03885215292262792
31,0.049107720235637684
32,0.6058813775898596
33,1.9950418981112814
34,1.1309624204288755
35,0.09321361564119585
36,4.231466061927793
37,0.1337777700820702
38,1.3413086018095144
39,-0.17261406027074655
40,4.78358246307982
41,4.721249686780091
42,6.582616389854688
43,3.322017438075434
44,1.463870583105638
45,1.5622425274030953
46,0.5969379395699067
47,2.1832436200605856
48,5.235246013709055
49,5.1261180738532595
50,1.2819800627696307
51,1.1735608170348484
52,-0.11221785320661276
53,0.49745271571744565
54,3.7582052611424963
55,0.5382552014057871
56,0.5475662726395671
57,2.3255214831180764
58,3.86426041079822
59,0.7580144297679718
60,0.5298898995496191
61,2.0784064770135773
62,5.68488750995345
63,0.9823942703920333
64,2.2223644549335715
65,0.05024581490055175
66,-0.032067089251916266
67,3.011096754685866
68,2.389401392165604
69,0.10229963563330752
70,0.7787250688226702
71,0.564600357281382
72,0.9435946035731555
73,2.98872302617796
74,0.9170931656910041
75,0.24885802070265878
76,0.9523632152556853
77,0.8689755373371902
78,0.7463455055665009
79,1.141240251548938
80,3.581401353240526
81,-0.22168075392847816
82,5.358579961471587
83,1.8311767902333838
84,0.709796736854889
85,1.324344661005608
86,4.058137520942035
87,3.0441083387931256
88,5.752945537122388
89,1.4228557116784981
90,5.301394741574648
91,1.7293645848092347
92,5.279507356944819
93,1.691704382115892
94,3.000012494880894
95,1.787391681747458
96,4.48388301272288
97,1.5235182862455399
98,4.525382100282398
99,1.3761512811111312
100,-0.2861150118579869
101,2.8700797367264776
102,0.773047019168417
103,1.5094615242555158
104,5.797271825608469
105,0.0596340713715936
106,0.5430437867677438
107,0.8504607536109206
108,1.6374629870279538
109,7.4220108374882905
110,6.9664265417593745
111,6.251843471032959
112,1.022318726557857
113,0.6400808629976167
114,4.42505045569063
115,0.20327665510667842
116,1.0481768706450894
117,5.468915477687415
118,0.405141363180284
119,3.156059330481554
120,2.1463804145384735
121,2.044614456680849
122,3.606761942461559
123,3.52667682686316
124,4.193813508549871
125,6.684487647938946
126,1.6298543533194503
127,5.820024028470478
128,5.2054883661342615
129,4.715522152644172
130,1.300958905886526
131,5.163820644920688
132,1.5482272061515794
133,7.73558126531152
134,1.1080765067504776
135,6.384486472554902
136,3.6923460142908517
137,3.2437932454139413
138,1.0860111222380429
139,7.144176263334175
140,5.333702170477751
141,4.194333909792209
142,1.570325703308198
143,0.836856429133926
144,0.3022889393334225
145,3.835362761989572
146,1.7952399103773113
147,1.6344369965206909
148,1.1429229314944962
149,0.5797763065658784
150,4.635972529185299
151,5.407818050158594
152,6.609349072559905
153,1.3975681388601433
154,1.2296442427468557
155,6.431666657855528
156,1.3832083305559888
157,1.422346528277903
158,0.00251549140308875
159,0.8699859732302939
160,1.362869502108151
161,1.0756940778107416
162,8.360796107364571
163,2.7866073783190943
164,1.9325901912225243
165,0.3370732329908309
166,6.328054166480613
167,8.375525731649741
168,1.3960946464713042
169,0.9626785855562305
170,0.16698927827592241
171,1.2591217943503872
172,0.05664225155412013
173,5.639563593176644
174,5.282605076115564
175,7.808432792936452
176,3.1702268882913955
177,1.0981817135379126
178,6.410110191987709
179,1.382260515527503
180,1.1577211053738348
181,1.1533894328757297
182,5.8237958751843495
183,4.895245540132833
184,6.915028870573139
185,1.4466172982829402
186,7.593601420167925
187,2.516077708317399
188,3.096208813876958
189,1.1891922573682712
190,6.857197707331492
191,0.44154789384608073
192,2.3131575473973798
193,8.36658808766508
194,2.6386106856102916
195,7.708595530439505
196,7.400726100041355
197,6.081412287782918
198,6.291926074193908
199,2.0231528897715747
200,8.168716915532169
201,6.753333736227926
202,5.450537080620467
203,4.840296017819873
204,7.061633817099601
205,0.9986607198579805
206,2.094641695238306
207,6.986033810992672
208,1.4230818230344826
209,0.4040008546252205
210,5.751511752538689
211,3.064867836419616
212,1.1395043931128115
213,1.415699831624573
214,2.2936358021952663
215,7.308573836404693
216,1.8206092029097465
217,0.9856905449622468
218,8.582867059192571
219,2.0395085344994333
220,8.457207717453631
221,5.279506614833485
222,0.7358222917118731
223,7.927876706067101
224,1.3884325876775916
225,3.537678233487352
226,7.282581785609428
